date,value
2021-01-01,5.194606613227792
2021-02-01,5.666425341185066
2021-03-01,5.782022624004846
2021-04-01,5.5197444760726855
2021-05-01,6.0143518352404834
2021-06-01,6.511525506788707
2021-07-01,6.4690694926355485
2021-08-01,6.692744008376383
2021-09-01,7.408086132719527
2021-10-01,8.135333952795687
2021-11-01,8.403766417180524
2021-12-01,8.393015275018744
2022-01-01,8.73756444446354
2022-02-01,9.158358750212114
2022-03-01,16.695122045602282
2022-04-01,17.832139540180634
2022-05-01,17.10694670203381
2022-06-01,15.897380463379385
2022-07-01,15.088606000969197
2022-08-01,14.295842317823858
2022-09-01,13.670964452269164
2022-10-01,12.625429916213292
2022-11-01,11.967258326964458
2022-12-01,11.922835689262822
2023-01-01,11.756597196804265
2023-02-01,10.97230161501388
2023-03-01,3.506085987351959
2023-04-01,2.3034749055768966
2023-05-01,2.497618535541535
2023-06-01,3.2381934010266233
2023-07-01,4.295345868339617
2023-08-01,5.134070000774993
2023-09-01,5.995738540511497
2023-10-01,6.683472919143285
2023-11-01,7.470020393091326
2023-12-01,7.416701272038995
2024-01-01,7.438005655472568
2024-02-01,7.673286973850102
2024-03-01,7.694742246735187
2024-04-01,7.823486708476635
2024-05-01,8.28569485606554
2024-06-01,8.57698844589454
2024-07-01,9.12726434878044
2024-08-01,9.04020629983846
2024-09-01,8.618617319398902
2024-10-01,8.532437716249518
2024-11-01,8.875928766286133
2024-12-01,9.513641443463804
2025-01-01,9.915386905828294
2025-02-01,10.0573118193936
2025-03-01,10.34234918440049
2025-04-01,10.232555802127475
2025-05-01,9.89334503878958
2025-06-01,9.412889237745592
2025-07-01,8.796265282183846
2025-08-01,8.144790639775557
2025-09-01,7.994111194218534
2025-10-01,7.726135732198114
2025-11-01,6.65344129180061
2025-12-01,5.600801721214332
2026-01-01,6.007640728141861
2026-02-01,5.923516025649556
2026-03-01,5.870896295880246
2026-04-01,5.596728636149884
2026-05-01,5.323352658400227
2026-06-01,6.0276106053177125
2026-07-01,5.995982601756422
