date,value
2021-01-01,-56.0
2021-02-01,-480.29999999999995
2021-03-01,822.9
2021-04-01,43.299999999999955
2021-05-01,112.20000000000005
2021-06-01,332.6
2021-07-01,260.5999999999999
2021-08-01,41.700000000000045
2021-09-01,548.0
2021-10-01,672.0999999999999
2021-11-01,202.0
2021-12-01,-1974.8
2022-01-01,256.1
2022-02-01,281.19999999999993
2022-03-01,766.2
2022-04-01,-139.0999999999999
2022-05-01,424.6999999999998
2022-06-01,-106.79999999999995
2022-07-01,-924.8
2022-08-01,-265.6
2022-09-01,-89.19999999999999
2022-10-01,152.0
2022-11-01,388.09999999999997
2022-12-01,-4037.3999999999996
2023-01-01,-1649.3
2023-02-01,-729.6000000000001
2023-03-01,293.0999999999999
2023-04-01,-963.5999999999999
2023-05-01,19.90000000000009
2023-06-01,679.3000000000002
2023-07-01,-237.70000000000027
2023-08-01,459.7000000000003
2023-09-01,678.0999999999999
2023-10-01,400.1999999999998
2023-11-01,302.20000000000005
2023-12-01,-2482.1000000000004
2024-01-01,-124.0
2024-02-01,-1006.2
2024-03-01,834.9000000000001
2024-04-01,-844.9000000000001
2024-05-01,409.80000000000007
2024-06-01,128.0
2024-07-01,-495.9
2024-08-01,1070.7
2024-09-01,606.1
2024-10-01,-454.3
2024-11-01,-86.4
2024-12-01,-3509.7000000000003
2025-01-01,-1466.3
2025-02-01,-950.0000000000002
2025-03-01,456.3000000000002
2025-04-01,-970.8000000000002
2025-05-01,-98.39999999999964
2025-06-01,-357.4000000000001
2025-07-01,-1235.0000000000005
2025-08-01,701.3000000000002
2025-09-01,449.7000000000003
2025-10-01,-471.7000000000003
2025-11-01,-67.79999999999973
2025-12-01,-1616.4
2026-01-01,-1628.9
2026-02-01,-1695.5
2026-03-01,-1185.2000000000003
2026-04-01,-1286.5999999999995
2026-05-01,-130.69999999999982
2026-06-01,178.19999999999982
2026-07-01,-706.1000000000004
